사업자등록번호,사업장명,소재지전체주소,영업상태명,폐업일자,처분일자,위반내용,처분내용상세,처분종류명
0001003886,"임씨보쌈세상","경기도 수원시 권선구 남대문로 276-6",영업중,,2018-12-06,"시설기준 위반","종업원 건강진단 미실시",시정명령
0001003886,"임씨보쌈세상","경기도 수원시 권선구 남대문로 276-6",영업중,,2025-11-04,"위생관리기준 위반","유통기한 경과 식품 보관",시정명령
0001003886,"임씨보쌈세상","경기도 수원시 권선구 남대문로 276-6",영업중,,2025-11-26,"영업자 준수사항 위반","식품 보관기준 위반",과태료
0001003887,"냉면990번지전문점","인천광역시 서구 노량진로 291-30",영업중,,2024-03-20,"시설기준 위반","유통기한 경과 식품 보관",과태료
0001003888,"설렁탕코너","경기도 수원시 팔달구 강서로 149-30",영업중,,,,,
0001003889,"강씨피자직영점","경기도 고양시 덕양구 남부순환로 20-14",영업중,,,,,
0001003890,"초밥전문점","경기도 용인시 기흥구 동작대로 68-23",폐업,2022-02-19,,,,
0001003891,"한정식나라","인천광역시 중구 우이천로 32-28",영업중,,,,,
0001003892,"최씨아구찜관","인천광역시 부평구 성내로 85-8",영업중,,2025-03-09,"영업자 준수사항 위반","원산지 미표시",영업정지1개월
0001003892,"최씨아구찜관","인천광역시 부평구 성내로 85-8",영업중,,2020-12-20,"영업자 준수사항 위반","냉장·냉동설비 미작동",경고
0001003892,"최씨아구찜관","인천광역시 부평구 성내로 85-8",영업중,,2021-11-17,"원산지 표시 위반","위생모 미착용",경고
0001003892,"최씨아구찜관","인천광역시 부평구 성내로 85-8",영업중,,2020-09-15,"시설기준 위반","식품 보관기준 위반",영업정지15일
0001003892,"최씨아구찜관","인천광역시 부평구 성내로 85-8",영업중,,2024-08-02,"위생관리기준 위반","식품접촉 기구 위생 불량",경고
0001003892,"최씨아구찜관","인천광역시 부평구 성내로 85-8",영업중,,2026-06-07,"영업자 준수사항 위반","조리사 면허 미취득 조리",경고
0001003893,"강남버거세상","울산광역시 울주군 한남대로 196-15",영업중,,2025-06-23,"유통기한 경과 제품 사용","식품첨가물 사용기준 위반",경고
0001003894,"신씨삼겹살가","경기도 고양시 덕양구 경의로 151-18",영업중,,2019-11-02,"청결유지 위반","원산지 미표시",과태료
0001003895,"냉면원","광주광역시 북구 올림픽로 170-28",영업중,,,,,
0001003896,"피자408번지나라","부산광역시 수영구 이태원로 234-11",영업중,,,,,
0001003897,"갈비탕마당","인천광역시 서구 방화대로 94-23",영업중,,2026-03-01,"위생관리기준 위반","식품 보관기준 위반",과태료
0001003897,"갈비탕마당","인천광역시 서구 방화대로 94-23",영업중,,2025-09-23,"위생관리기준 위반","조리사 면허 미취득 조리",과태료
0001003897,"갈비탕마당","인천광역시 서구 방화대로 94-23",영업중,,2022-10-03,"시설기준 위반","냉장·냉동설비 미작동",시정명령
0001003898,"윤씨국밥가","경기도 성남시 분당구 한강대로 128-15",영업중,,,,,
0001003899,"어머니 스테이크","경기도 고양시 일산동구 강서로 152-27",영업중,,,,,
0001003900,"맛있는 보쌈","경기도 성남시 중원구 시청앞로 61-21",영업중,,,,,
0001003901,"옛날 우동","부산광역시 수영구 인수봉로 137-3",영업중,,,,,
0001003902,"피자561번지본점","경기도 성남시 수정구 보라매로 49-11",영업중,,,,,
0001003903,"한식백반가","울산광역시 중구 선유로 119-13",영업중,,,,,
0001003904,"옛날순대국밥직영점","대전광역시 유성구 인수봉로 137-4",영업중,,,,,
0001003905,"강남 냉면","대전광역시 서구 올림픽로 119-2",폐업,2019-12-16,2025-10-07,"시설기준 위반","식품접촉 기구 위생 불량",시정명령
0001003906,"떡볶이직영점","경기도 고양시 일산동구 봉천로 247-16",영업중,,,,,
0001003907,"갈비탕집","울산광역시 동구 남대문로 4-13",영업중,,,,,
0001003908,"신사족발직영점","경기도 성남시 중원구 당산로 91-19",영업중,,,,,
0001003909,"갈치조림나라","경기도 성남시 분당구 남부순환로 150-16",영업중,,2026-03-18,"위생관리기준 위반","조리장 청결 불량",시정명령
0001003909,"갈치조림나라","경기도 성남시 분당구 남부순환로 150-16",영업중,,2023-11-06,"위생관리기준 위반","유통기한 경과 식품 보관",과태료
0001003909,"갈치조림나라","경기도 성남시 분당구 남부순환로 150-16",영업중,,2026-02-01,"환경위생 불량","식품접촉 기구 위생 불량",경고
0001003910,"라멘983번지세상","경기도 성남시 중원구 삼양로 33-4",영업중,,,,,
0001003911,"스테이크760번지관","경기도 용인시 처인구 용산로 298-11",영업중,,2025-07-24,"시설기준 위반","식품 보관기준 위반",경고
0001003912,"장씨버거식당","경기도 고양시 일산동구 성내로 165-5",영업중,,,,,
0001003913,"즐거운삼치구이집","경기도 용인시 기흥구 노량진로 191-8",영업중,,2018-12-23,"영업자 준수사항 위반","조리사 면허 미취득 조리",영업정지2개월
0001003914,"아버지의칼국수직영점","경기도 수원시 권선구 종로 278-24",영업중,,,,,
0001003915,"진짜 튀김","경기도 용인시 수지구 올림픽로 168-17",영업중,,,,,
0001003916,"설렁탕코너","경기도 고양시 일산동구 을지로 130-10",영업중,,,,,
0001003917,"고향피자가","대전광역시 유성구 화곡로 163-10",영업중,,,,,
0001003918,"맛있는된장찌개관","경기도 수원시 영통구 올림픽로 95-8",영업중,,,,,
0001003919,"전통 아구찜","대전광역시 중구 강남대로 177-22",영업중,,,,,
0001003920,"어머니회원","대구광역시 달서구 신월로 273-16",영업중,,,,,
0001003921,"신사전통한식집","경기도 수원시 팔달구 선유로 183-20",영업중,,,,,
0001003922,"갈비탕직영점","인천광역시 계양구 동작대로 260-18",영업중,,,,,
0001003923,"참 족발","경기도 용인시 처인구 남부순환로 23-25",영업중,,,,,
0001003924,"파스타본점","경기도 용인시 수지구 홍대앞길 9-19",영업중,,,,,
0001003925,"행복한 짬뽕","울산광역시 중구 남대문로 207-24",영업중,,,,,
0001003926,"청담 한식뷔페","경기도 고양시 일산동구 강남대로 71-20",영업중,,,,,
0001003927,"신선한냉면나라","경기도 수원시 영통구 영등포로 1-30",영업중,,2026-04-07,"원산지 표시 위반","영업장 내 위생시설 불량",시정명령
0001003928,"짜장면왕국","대전광역시 대덕구 언주로 276-1",폐업,2019-05-09,2022-12-16,"청결유지 위반","조리장 청결 불량",과태료
0001003928,"짜장면왕국","대전광역시 대덕구 언주로 276-1",폐업,2019-05-09,2024-01-24,"시설기준 위반","위생모 미착용",과태료
0001003928,"짜장면왕국","대전광역시 대덕구 언주로 276-1",폐업,2019-05-09,2025-11-27,"영업자 준수사항 위반","식품접촉 기구 위생 불량",영업정지1개월
0001003928,"짜장면왕국","대전광역시 대덕구 언주로 276-1",폐업,2019-05-09,2018-06-19,"영업자 준수사항 위반","원산지 허위표시",과태료
0001003929,"박씨해장국명가","대전광역시 중구 통일로 130-27",영업중,,2025-10-05,"영업자 준수사항 위반","식품접촉 기구 위생 불량",과태료
0001003929,"박씨해장국명가","대전광역시 중구 통일로 130-27",영업중,,2025-10-14,"위생관리기준 위반","식품첨가물 사용기준 위반",경고
0001003930,"고등어구이가","광주광역시 동구 마포대로 26-17",영업중,,,,,
0001003931,"김씨제육볶음마당","부산광역시 서구 영등포로 197-18",영업중,,2019-05-25,"시설기준 위반","원산지 미표시",과태료
0001003931,"김씨제육볶음마당","부산광역시 서구 영등포로 197-18",영업중,,2025-07-15,"시설기준 위반","종업원 건강진단 미실시",시정명령
0001003932,"황금삼치구이가","경기도 용인시 기흥구 삼양로 242-10",영업중,,,,,
0001003933,"조씨스테이크명가","경기도 성남시 분당구 신림로 78-23",영업중,,,,,
0001003934,"서씨비빔밥가","경기도 성남시 수정구 신월로 36-17",영업중,,,,,
0001003935,"짬뽕관","경기도 성남시 중원구 우이천로 164-18",영업중,,,,,
0001003936,"순두부찌개423번지집","광주광역시 동구 한강대로 255-21",영업중,,2021-11-08,"시설기준 위반","식품접촉 기구 위생 불량",영업정지15일
0001003937,"우동235번지왕국","광주광역시 남구 길동로 180-1",영업중,,,,,
0001003938,"즐거운 한우","경기도 고양시 덕양구 경인로 252-21",영업중,,2022-09-25,"원산지 표시 위반","조리장 청결 불량",과태료
0001003938,"즐거운 한우","경기도 고양시 덕양구 경인로 252-21",영업중,,2025-12-27,"영업자 준수사항 위반","원산지 허위표시",과태료
0001003939,"오씨짜장면명가","울산광역시 동구 한강대로 265-22",영업중,,2021-09-19,"영업자 준수사항 위반","원산지 미표시",시정명령
0001003939,"오씨짜장면명가","울산광역시 동구 한강대로 265-22",영업중,,2025-12-04,"위생관리기준 위반","영업장 내 위생시설 불량",경고
0001003939,"오씨짜장면명가","울산광역시 동구 한강대로 265-22",영업중,,2025-10-10,"원산지 표시 위반","위생모 미착용",폐쇄명령
0001003939,"오씨짜장면명가","울산광역시 동구 한강대로 265-22",영업중,,2025-10-27,"원산지 표시 위반","조리사 면허 미취득 조리",시정명령
0001003940,"옛날한식백반왕국","인천광역시 연수구 세종대로 157-9",영업중,,2024-06-20,"식품표시 위반","냉장·냉동설비 미작동",영업정지15일
0001003941,"장씨탕수육본점","경기도 고양시 일산서구 동작대로 103-5",영업중,,,,,
0001003942,"강씨버거명가","대구광역시 중구 용산로 38-18",영업중,,,,,
0001003943,"참 삼겹살","경기도 용인시 처인구 통일로 290-13",영업중,,,,,
0001003944,"갈비명가","경기도 성남시 수정구 서강대로 150-1",영업중,,,,,
0001003945,"서씨아구찜세상","대구광역시 북구 테헤란로 139-18",영업중,,,,,
0001003946,"이태원 우동","울산광역시 북구 봉천로 242-21",영업중,,,,,
0001003947,"진짜 순대","인천광역시 미추홀구 공항대로 144-28",폐업,2024-05-04,,,,
0001003948,"서씨한식백반직영점","대전광역시 서구 한강대로 267-27",영업중,,,,,
0001003949,"신선한 한식뷔페","경기도 용인시 처인구 동작대로 137-5",영업중,,,,,
0001003950,"맛있는한정식나라","경기도 수원시 권선구 언주로 273-21",영업중,,,,,
0001003951,"이태원 곱창","경기도 고양시 일산서구 용산로 247-4",영업중,,,,,
0001003952,"황태해장국204번지집","경기도 수원시 장안구 상도로 99-29",영업중,,,,,
0001003953,"윤씨한식뷔페전문점","경기도 용인시 처인구 서초대로 184-15",영업중,,2025-09-08,"영업자 준수사항 위반","영업장 내 위생시설 불량",과태료
0001003953,"윤씨한식뷔페전문점","경기도 용인시 처인구 서초대로 184-15",영업중,,2026-04-12,"시설기준 위반","원산지 미표시",과태료
0001003953,"윤씨한식뷔페전문점","경기도 용인시 처인구 서초대로 184-15",영업중,,2023-07-13,"영업자 준수사항 위반","식품첨가물 사용기준 위반",시정명령
0001003953,"윤씨한식뷔페전문점","경기도 용인시 처인구 서초대로 184-15",영업중,,2019-07-15,"환경위생 불량","위생모 미착용",시정명령
0001003953,"윤씨한식뷔페전문점","경기도 용인시 처인구 서초대로 184-15",영업중,,2026-01-22,"시설기준 위반","영업장 내 위생시설 불량",영업정지3개월
0001003953,"윤씨한식뷔페전문점","경기도 용인시 처인구 서초대로 184-15",영업중,,2025-06-23,"원산지 표시 위반","식품 보관기준 위반",과태료
0001003953,"윤씨한식뷔페전문점","경기도 용인시 처인구 서초대로 184-15",영업중,,2024-11-28,"가격표시 위반","유통기한 경과 식품 보관",과태료
0001003954,"제육볶음집","경기도 성남시 수정구 강서로 136-3",영업중,,,,,
0001003955,"장씨삼겹살원","울산광역시 동구 세종대로 113-6",영업중,,,,,
0001003956,"장씨설렁탕코너","경기도 수원시 장안구 영등포로 7-23",영업중,,,,,
0001003957,"오씨곱창원","대전광역시 유성구 강남대로 265-7",영업중,,,,,
0001003958,"강남스테이크식당","경기도 고양시 덕양구 봉천로 92-22",영업중,,2021-02-01,"영업자 준수사항 위반","종업원 건강진단 미실시",시정명령
0001003959,"신선한 김치찌개","울산광역시 동구 한강대로 286-26",영업중,,,,,
0001003960,"삼겹살631번지직영점","경기도 고양시 덕양구 서강대로 230-23",영업중,,,,,
0001003961,"행복한탕수육왕국","경기도 고양시 덕양구 방화대로 190-6",폐업,2020-03-27,,,,
0001003962,"설렁탕명가","경기도 고양시 일산서구 공항대로 177-8",영업중,,,,,
0001003963,"김씨고등어구이본점","대구광역시 중구 천호대로 161-19",영업중,,2025-09-29,"위생관리기준 위반","식품첨가물 사용기준 위반",시정명령
0001003963,"김씨고등어구이본점","대구광역시 중구 천호대로 161-19",영업중,,2019-09-25,"환경위생 불량","식품 보관기준 위반",영업정지2개월
0001003964,"갈치조림전문점","경기도 수원시 장안구 목동로 174-18",영업중,,,,,
0001003965,"참 해물탕","대전광역시 유성구 이태원로 183-9",영업중,,2019-05-23,"위생관리기준 위반","유통기한 경과 식품 보관",과태료
0001003966,"어머니 냉면","경기도 용인시 기흥구 천호대로 111-21",영업중,,,,,
0001003967,"원조 치킨","경기도 용인시 수지구 강서로 65-24",영업중,,,,,
0001003968,"황태해장국전문점","경기도 성남시 중원구 용산로 210-4",영업중,,,,,
0001003969,"김씨국밥본점","광주광역시 북구 영등포로 124-25",영업중,,2024-01-09,"시설기준 위반","냉장·냉동설비 미작동",경고
0001003969,"김씨국밥본점","광주광역시 북구 영등포로 124-25",영업중,,2025-09-04,"영업자 준수사항 위반","영업장 내 위생시설 불량",시정명령
0001003969,"김씨국밥본점","광주광역시 북구 영등포로 124-25",영업중,,2022-05-03,"시설기준 위반","조리사 면허 미취득 조리",폐쇄명령
0001003970,"파스타직영점","광주광역시 남구 성내로 219-13",영업중,,,,,
0001003971,"맛있는한정식전문점","경기도 수원시 영통구 화곡로 209-3",영업중,,,,,
0001003972,"오씨한식백반세상","대구광역시 수성구 노량진로 233-10",영업중,,,,,
0001003973,"신씨아구찜나라","광주광역시 동구 새창로 63-20",영업중,,2018-10-09,"위생관리기준 위반","식품 보관기준 위반",시정명령
0001003973,"신씨아구찜나라","광주광역시 동구 새창로 63-20",영업중,,2019-12-04,"영업자 준수사항 위반","종업원 건강진단 미실시",과태료
0001003974,"행복한전통한식왕국","부산광역시 부산진구 올림픽로 89-1",영업중,,2025-10-21,"시설기준 위반","유통기한 경과 식품 보관",시정명령
0001003975,"참 냉면","부산광역시 중구 목동로 218-17",영업중,,,,,
0001003976,"비빔밥576번지나라","대전광역시 대덕구 새창로 180-23",폐업,2022-07-23,,,,
0001003977,"전통한우세상","대전광역시 유성구 노량진로 112-9",영업중,,,,,
0001003978,"원조 아구찜","대전광역시 중구 서강대로 1-10",폐업,2024-06-12,2026-01-11,"시설기준 위반","음식물 쓰레기 처리 위반",영업정지2개월
0001003979,"장씨순대본점","부산광역시 남구 테헤란로 116-18",영업중,,,,,
0001003980,"고기구이917번지본점","대구광역시 중구 선유로 141-28",영업중,,,,,
0001003981,"전통한식102번지나라","경기도 고양시 일산동구 길동로 68-14",영업중,,,,,
0001003982,"박씨제육볶음본점","대전광역시 대덕구 홍대앞길 67-12",영업중,,,,,
0001003983,"비빔밥세상","경기도 용인시 처인구 종로 173-6",영업중,,2023-03-27,"원산지 표시 위반","위생모 미착용",과태료
0001003983,"비빔밥세상","경기도 용인시 처인구 종로 173-6",영업중,,2021-05-21,"원산지 표시 위반","조리장 청결 불량",영업정지15일
0001003983,"비빔밥세상","경기도 용인시 처인구 종로 173-6",영업중,,2021-11-17,"식품표시 위반","조리장 청결 불량",시정명령
0001003984,"라멘58번지세상","부산광역시 남구 경의로 179-4",영업중,,,,,
0001003985,"이태원라멘가","경기도 고양시 덕양구 남부순환로 273-1",영업중,,,,,
0001003986,"어머니 해물탕","대구광역시 서구 공항대로 139-2",폐업,2022-07-02,,,,
0001003987,"압구정된장찌개집","경기도 성남시 중원구 공항대로 247-18",영업중,,,,,
0001003988,"청담 국밥","부산광역시 북구 방화대로 167-29",영업중,,2022-12-10,"시설기준 위반","유통기한 경과 식품 보관",영업정지2개월
0001003989,"강씨낙지볶음원","울산광역시 울주군 오목로 108-18",영업중,,,,,
0001003990,"장씨한식백반전문점","경기도 고양시 일산서구 통일로 219-26",영업중,,,,,
0001003991,"박씨김치찌개가","울산광역시 남구 마포대로 170-27",영업중,,,,,
0001003992,"박씨한우코너","경기도 수원시 장안구 목동로 92-29",영업중,,2026-03-17,"원산지 표시 위반","영업장 내 위생시설 불량",시정명령
0001003992,"박씨한우코너","경기도 수원시 장안구 목동로 92-29",영업중,,2025-12-26,"위생관리기준 위반","위생모 미착용",과태료
0001003992,"박씨한우코너","경기도 수원시 장안구 목동로 92-29",영업중,,2025-04-03,"시설기준 위반","식품첨가물 사용기준 위반",과태료
0001003993,"정씨튀김직영점","대전광역시 중구 강남대로 6-3",영업중,,2018-03-25,"위생관리기준 위반","조리장 청결 불량",영업정지15일
0001003994,"원조순대집","광주광역시 동구 남부순환로 182-6",폐업,2021-10-22,2026-05-11,"시설기준 위반","원산지 허위표시",과태료
0001003995,"장씨제육볶음가","부산광역시 동래구 서강대로 87-17",영업중,,2019-07-23,"유통기한 경과 제품 사용","조리장 청결 불량",영업정지3개월
0001003995,"장씨제육볶음가","부산광역시 동래구 서강대로 87-17",영업중,,2026-02-24,"시설기준 위반","종업원 건강진단 미실시",영업정지15일
0001003995,"장씨제육볶음가","부산광역시 동래구 서강대로 87-17",영업중,,2025-08-10,"영업자 준수사항 위반","원산지 허위표시",영업정지2개월
0001003996,"사장님 피자","경기도 수원시 장안구 양천로 243-3",영업중,,,,,
0001003997,"최씨피자원","경기도 수원시 권선구 남대문로 110-29",영업중,,2023-04-09,"원산지 표시 위반","음식물 쓰레기 처리 위반",과태료
0001003998,"아버지의 보쌈","부산광역시 수영구 삼양로 8-3",영업중,,2020-06-22,"시설기준 위반","식품첨가물 사용기준 위반",영업정지15일
0001003998,"아버지의 보쌈","부산광역시 수영구 삼양로 8-3",영업중,,2025-08-13,"환경위생 불량","음식물 쓰레기 처리 위반",과태료
0001003998,"아버지의 보쌈","부산광역시 수영구 삼양로 8-3",영업중,,2024-02-07,"위생관리기준 위반","음식물 쓰레기 처리 위반",과태료
0001003998,"아버지의 보쌈","부산광역시 수영구 삼양로 8-3",영업중,,2020-04-28,"원산지 표시 위반","유통기한 경과 식품 보관",시정명령
0001003999,"할머니 순대","경기도 수원시 장안구 관악로 235-19",영업중,,,,,
0001004000,"강남국밥원","부산광역시 수영구 공항대로 268-5",영업중,,2019-10-21,"위생관리기준 위반","종업원 건강진단 미실시",과태료
0001004000,"강남국밥원","부산광역시 수영구 공항대로 268-5",영업중,,2018-03-24,"원산지 표시 위반","유통기한 경과 식품 보관",시정명령
0001004001,"박씨파스타마당","울산광역시 북구 오목로 99-8",영업중,,2025-08-04,"시설기준 위반","식품접촉 기구 위생 불량",과태료
0001004001,"박씨파스타마당","울산광역시 북구 오목로 99-8",영업중,,2026-03-12,"위생관리기준 위반","식품 보관기준 위반",시정명령
0001004002,"짬뽕코너","인천광역시 서구 상도로 24-12",영업중,,2025-10-19,"시설기준 위반","식품 보관기준 위반",과태료
0001004003,"정씨부대찌개식당","경기도 용인시 수지구 관악로 83-24",영업중,,,,,
0001004004,"옛날오삼불고기전문점","대구광역시 동구 노량진로 16-24",영업중,,2026-05-25,"위생관리기준 위반","식품첨가물 사용기준 위반",과태료
0001004004,"옛날오삼불고기전문점","대구광역시 동구 노량진로 16-24",영업중,,2025-07-18,"영업자 준수사항 위반","원산지 허위표시",과태료
0001004004,"옛날오삼불고기전문점","대구광역시 동구 노량진로 16-24",영업중,,2023-12-12,"시설기준 위반","냉장·냉동설비 미작동",시정명령
0001004004,"옛날오삼불고기전문점","대구광역시 동구 노량진로 16-24",영업중,,2025-11-02,"시설기준 위반","종업원 건강진단 미실시",시정명령
0001004004,"옛날오삼불고기전문점","대구광역시 동구 노량진로 16-24",영업중,,2019-03-28,"영업자 준수사항 위반","종업원 건강진단 미실시",영업정지15일
0001004004,"옛날오삼불고기전문점","대구광역시 동구 노량진로 16-24",영업중,,2026-01-24,"시설기준 위반","음식물 쓰레기 처리 위반",과태료
0001004005,"진짜삼겹살직영점","경기도 용인시 기흥구 삼양로 164-10",영업중,,,,,
0001004006,"진짜치킨전문점","부산광역시 동래구 마포대로 227-8",영업중,,,,,
0001004007,"참 순두부찌개","경기도 용인시 수지구 목동로 269-18",영업중,,,,,
0001004008,"즐거운짬뽕세상","경기도 수원시 영통구 강서로 109-10",영업중,,,,,
0001004009,"라멘536번지왕국","인천광역시 서구 올림픽로 79-23",영업중,,,,,
0001004010,"김씨갈비탕본점","대구광역시 달서구 언주로 279-5",영업중,,,,,
0001004011,"임씨황태해장국원","대구광역시 남구 봉천로 122-5",영업중,,,,,
0001004012,"한식뷔페583번지명가","경기도 수원시 권선구 올림픽로 193-10",영업중,,,,,
0001004013,"보쌈직영점","경기도 성남시 분당구 노량진로 238-3",영업중,,,,,
0001004014,"한우835번지원","경기도 성남시 수정구 한강대로 61-15",영업중,,,,,
0001004015,"갈비명가","경기도 수원시 장안구 테헤란로 219-15",영업중,,,,,
0001004016,"장씨고기구이식당","울산광역시 북구 경인로 243-15",영업중,,,,,
0001004017,"아구찜관","경기도 수원시 장안구 오목로 244-6",영업중,,,,,
0001004018,"즐거운 보쌈","경기도 성남시 수정구 선유로 174-7",영업중,,2018-08-09,"위생관리기준 위반","조리사 면허 미취득 조리",시정명령
0001004019,"순대국밥나라","인천광역시 부평구 서초대로 260-27",영업중,,2025-01-11,"시설기준 위반","조리장 청결 불량",과태료
0001004020,"강남족발집","대전광역시 중구 동작대로 184-7",폐업,2024-08-28,,,,
0001004021,"명동 한식","대전광역시 대덕구 당산로 170-2",영업중,,2021-01-21,"위생관리기준 위반","영업장 내 위생시설 불량",과태료
0001004022,"압구정 설렁탕","부산광역시 해운대구 신림로 216-27",영업중,,,,,
0001004023,"어머니 순두부찌개","울산광역시 동구 공항대로 14-27",영업중,,,,,
0001004024,"삼치구이원","인천광역시 서구 한남대로 7-7",영업중,,,,,
0001004025,"아버지의 피자","울산광역시 울주군 동작대로 203-21",영업중,,,,,
0001004026,"즐거운 족발","대구광역시 동구 신월로 252-13",영업중,,2021-07-25,"영업자 준수사항 위반","식품첨가물 사용기준 위반",시정명령
0001004026,"즐거운 족발","대구광역시 동구 신월로 252-13",영업중,,2018-05-04,"원산지 표시 위반","위생모 미착용",영업정지3개월
0001004026,"즐거운 족발","대구광역시 동구 신월로 252-13",영업중,,2024-06-03,"영업자 준수사항 위반","식품 보관기준 위반",경고
0001004026,"즐거운 족발","대구광역시 동구 신월로 252-13",영업중,,2020-04-05,"원산지 표시 위반","조리장 청결 불량",경고
0001004026,"즐거운 족발","대구광역시 동구 신월로 252-13",영업중,,2025-11-15,"위생관리기준 위반","음식물 쓰레기 처리 위반",영업정지2개월
0001004026,"즐거운 족발","대구광역시 동구 신월로 252-13",영업중,,2018-12-11,"시설기준 위반","원산지 허위표시",시정명령
0001004026,"즐거운 족발","대구광역시 동구 신월로 252-13",영업중,,2025-09-02,"위생관리기준 위반","냉장·냉동설비 미작동",영업정지15일
0001004027,"한씨된장찌개집","인천광역시 미추홀구 한강대로 180-2",영업중,,,,,
0001004028,"홍대짬뽕관","대구광역시 북구 상도로 114-15",영업중,,,,,
0001004029,"진짜 초밥","경기도 수원시 영통구 노량진로 1-3",영업중,,,,,
0001004030,"이태원 튀김","경기도 용인시 수지구 관악로 81-6",영업중,,,,,
0001004031,"참한식직영점","울산광역시 울주군 남부순환로 100-27",영업중,,,,,
0001004032,"즐거운낙지볶음세상","경기도 수원시 권선구 오목로 5-28",영업중,,,,,
0001004033,"부대찌개식당","광주광역시 북구 천호대로 194-29",영업중,,,,,
0001004034,"정씨버거명가","경기도 고양시 일산서구 언주로 192-8",폐업,2022-09-22,,,,
0001004035,"옛날치킨왕국","경기도 고양시 일산서구 길동로 280-17",폐업,2021-11-05,,,,
0001004036,"청담족발직영점","대전광역시 중구 강서로 273-23",폐업,2020-06-21,,,,
0001004037,"청담 치킨","경기도 고양시 덕양구 우이천로 249-24",영업중,,2025-12-26,"원산지 표시 위반","식품접촉 기구 위생 불량",시정명령
0001004038,"황태해장국220번지식당","인천광역시 서구 경의로 241-3",영업중,,2019-12-16,"시설기준 위반","위생모 미착용",시정명령
0001004039,"파스타본점","대전광역시 유성구 노량진로 136-12",영업중,,,,,
0001004040,"황금칼국수왕국","경기도 수원시 팔달구 우이천로 153-24",영업중,,2023-07-18,"위생관리기준 위반","음식물 쓰레기 처리 위반",과태료
0001004040,"황금칼국수왕국","경기도 수원시 팔달구 우이천로 153-24",영업중,,2022-10-10,"시설기준 위반","음식물 쓰레기 처리 위반",시정명령
0001004041,"국밥마당","울산광역시 동구 서초대로 294-27",영업중,,2022-12-06,"시설기준 위반","식품 보관기준 위반",과태료
0001004042,"고향보쌈명가","대전광역시 동구 시청앞로 214-30",영업중,,,,,
0001004043,"압구정 한식뷔페","대전광역시 유성구 을지로 215-23",영업중,,2021-07-28,"시설기준 위반","원산지 허위표시",과태료
0001004044,"홍대곱창식당","부산광역시 남구 공항대로 101-12",영업중,,,,,
0001004045,"냉면924번지식당","경기도 고양시 일산서구 선유로 234-26",폐업,2021-08-13,,,,
0001004046,"정씨순대전문점","부산광역시 남구 통일로 194-24",영업중,,,,,
0001004047,"낙지볶음나라","경기도 성남시 중원구 노량진로 294-19",영업중,,,,,
0001004048,"어머니 짬뽕","경기도 수원시 팔달구 공항대로 157-4",영업중,,2026-03-29,"시설기준 위반","식품첨가물 사용기준 위반",영업정지1개월
0001004049,"강씨닭갈비집","경기도 수원시 팔달구 신림로 10-25",영업중,,,,,
0001004050,"홍대 떡볶이","경기도 수원시 권선구 서강대로 228-10",영업중,,,,,
0001004051,"전통전통한식집","대전광역시 서구 서초대로 173-13",영업중,,,,,
0001004052,"신선한 김치찌개","경기도 수원시 장안구 동작대로 93-2",영업중,,,,,
0001004053,"박씨한우원","울산광역시 중구 서초대로 100-16",영업중,,,,,
0001004054,"치킨809번지관","광주광역시 남구 경인로 109-13",영업중,,2025-10-11,"영업자 준수사항 위반","원산지 미표시",과태료
0001004054,"치킨809번지관","광주광역시 남구 경인로 109-13",영업중,,2024-02-12,"위생관리기준 위반","조리장 청결 불량",시정명령
0001004054,"치킨809번지관","광주광역시 남구 경인로 109-13",영업중,,2022-08-19,"원산지 표시 위반","위생모 미착용",과태료
0001004055,"조씨한식왕국","부산광역시 서구 공항대로 24-21",폐업,2021-07-10,2025-03-28,"위생관리기준 위반","종업원 건강진단 미실시",시정명령
0001004056,"짬뽕전문점","경기도 고양시 덕양구 성내로 270-15",영업중,,,,,
0001004057,"초밥직영점","광주광역시 서구 양천로 184-29",영업중,,,,,
0001004058,"행복한 치킨","인천광역시 부평구 상도로 208-16",영업중,,,,,
0001004059,"고향스테이크전문점","부산광역시 북구 남부순환로 151-19",영업중,,,,,
0001004060,"곱창371번지직영점","부산광역시 북구 목동로 84-22",영업중,,,,,
0001004061,"신선한 설렁탕","경기도 수원시 팔달구 올림픽로 119-1",폐업,2022-11-28,2022-03-01,"영업자 준수사항 위반","원산지 미표시",경고
0001004061,"신선한 설렁탕","경기도 수원시 팔달구 올림픽로 119-1",폐업,2022-11-28,2026-06-11,"위생관리기준 위반","냉장·냉동설비 미작동",시정명령
0001004061,"신선한 설렁탕","경기도 수원시 팔달구 올림픽로 119-1",폐업,2022-11-28,2026-01-09,"위생관리기준 위반","종업원 건강진단 미실시",시정명령
0001004062,"아버지의 고등어구이","경기도 성남시 분당구 서초대로 124-9",영업중,,,,,
0001004063,"참전통한식세상","경기도 성남시 수정구 수유로 276-28",영업중,,2018-04-26,"영업자 준수사항 위반","식품접촉 기구 위생 불량",과태료
0001004064,"아버지의 떡볶이","대전광역시 서구 영등포로 218-11",영업중,,,,,
0001004065,"한씨냉면전문점","경기도 성남시 분당구 서초대로 173-2",영업중,,,,,
0001004066,"해물탕관","인천광역시 부평구 천호대로 27-14",영업중,,,,,
0001004067,"짜장면682번지본점","인천광역시 계양구 강남대로 152-17",영업중,,2025-07-13,"위생관리기준 위반","조리장 청결 불량",경고
